,AcresBurned,ArchiveYear,Latitude,Longitude,Injuries,PersonnelInvolved,StructuresDestroyed,MajorIncident
483,27276,2017,41.59,-123.501,0,0,0,FALSE
484,21846,2017,40.76025,-123.10003,0,0,0,FALSE
485,18900,2017,36.27138,-118.48555,0,0,0,FALSE
486,18618,2017,40.69573,-119.93499,0,0,0,FALSE
487,18430,2017,34.55096,-119.9494,0,0,0,FALSE
488,17357,2017,38.76549,-122.90939,0,0,6,TRUE
489,15619,2017,34.31283,-118.35863,0,0,37,TRUE
490,13417,2017,40.2275,-123.03583,0,0,0,FALSE
491,12407,2017,37.44663,-119.64622,0,0,0,FALSE
492,10343,2017,36.12089,-120.37116,0,432,0,TRUE
493,9989,2017,39.32198,-121.4021,0,0,264,TRUE
494,9217,2017,33.87041,-117.70975,4,677,25,TRUE
495,8925,2017,38.655,-119.55425,0,0,0,FALSE
496,8417,2017,39.62496,-121.52966,0,97,6,TRUE
497,8094,2017,37.644,-119.618,0,0,0,FALSE
498,7697,2017,41.466,-120.321,0,0,0,FALSE
499,7194,2017,34.22957,-118.2674,0,0,0,FALSE
500,7000,2017,37.538,-119.598,0,0,0,FALSE
501,6309,2017,33.530045,-116.594422,0,0,0,FALSE
502,6151,2017,39.39455,-121.40613,0,0,74,TRUE
503,6049,2017,34.45283,-118.58188,0,652,6,TRUE
504,6042,2017,40.43962,-120.22215,0,0,0,FALSE
505,6033,2017,39.45352,-121.41222,0,148,41,TRUE
506,5738,2017,36.07228,-120.26561,0,0,0,TRUE
507,5247,2017,38.329,-119.782,0,0,0,FALSE
508,4736,2017,40.17598,-123.36882,0,0,0,FALSE
509,4310,2017,39.9034,-120.9761,0,0,0,FALSE
510,4100,2017,33.3237,-117.163,0,0,157,TRUE
511,4016,2017,39.57701,-121.30209,2,0,54,FALSE
512,3874,2017,33.97471,-117.09984,0,0,0,TRUE
513,3142,2017,41.853,-123.676,0,0,0,FALSE
514,2940,2017,35.77896,-118.89627,0,0,0,FALSE
515,2662,2017,33.8668,-117.68598,0,0,0,FALSE
516,2575,2017,39.75312,-120.75485,0,0,0,FALSE
517,2312,2017,36.05187,-120.05404,0,0,0,FALSE
518,2295,2017,36.257,-118.296,0,0,0,FALSE
519,2289,2017,36.0226,-118.94252,0,0,0,FALSE
520,2269,2017,38.49521,-122.0251,4,123,0,TRUE
521,2207,2017,39.01387,-122.64543,0,0,162,TRUE
522,2056,2017,32.65597,-116.80527,0,665,0,TRUE
523,1816,2017,35.86949,-120.57894,0,0,0,FALSE
524,1816,2017,35.86949,-120.57894,0,0,0,FALSE
525,1800,2017,36.96655,-120.89261,0,0,0,FALSE
526,1749,2017,38.12,-119.941,0,0,0,FALSE
527,1660,2017,38.14242,-122.47301,0,0,0,FALSE
528,1649,2017,35.95911,-120.55579,0,727,0,TRUE
529,1626,2017,35.59904,-119.08312,0,0,0,FALSE
530,1598,2017,35.4025,-120.4992,0,0,4,TRUE
531,1538,2017,36.269125,-120.620791,0,0,0,TRUE
532,1522,2017,35.53456,-118.66733,0,0,0,FALSE
533,1503,2017,34.2976,-116.826,0,0,0,FALSE
534,1431,2017,37.0825,-119.8011,0,13,0,TRUE
535,1350,2017,35.543,-118.654,0,0,0,FALSE
536,1350,2017,34.00566,-117.30693,0,0,0,FALSE
537,1319,2017,35.76,-118.406,0,0,0,FALSE
538,1286,2017,38.5181,-121.104,0,0,0,FALSE
539,1200,2017,35.38298,-118.80123,0,0,0,FALSE
540,1088,2017,33.402411,-117.402445,0,0,0,FALSE
541,1083,2017,34.94373,-119.44751,0,0,0,FALSE
542,1044,2017,33.98212,-117.30819,0,0,0,TRUE
543,1035,2017,37.21616,-119.48067,0,0,4,TRUE
544,1020,2017,39.75371,-120.1397,0,0,0,FALSE
545,1000,2017,33.34988,-117.39818,0,0,0,FALSE
546,995,2017,40.98352,-121.81623,3,317,0,TRUE
547,976,2017,36.530836,-120.206592,0,0,0,FALSE
548,900,2017,39.30125,-123.28825,1,0,0,TRUE
549,867,2017,39.1234,-121.32957,0,0,0,FALSE
550,866,2017,33.60247,-117.34192,0,0,0,FALSE
551,859,2017,39.888,-120.066,0,0,0,FALSE
552,821,2017,39.24549,-121.12792,0,0,48,TRUE
553,800,2017,34.55607,-118.60703,0,0,0,FALSE
554,775,2017,35.7908,-120.77485,0,0,0,FALSE
555,760,2017,34.37443,-118.49343,0,0,0,FALSE
556,747,2017,39.439722,-120.027222,0,0,0,FALSE
557,690,2017,37.905545,-120.408135,0,0,0,TRUE
558,680,2017,37.37397,-119.83556,0,8,2,TRUE
559,670,2017,34.14575,-117.17813,0,0,0,FALSE
560,630,2017,37.3762,-119.9646,0,380,0,TRUE
561,562,2017,41.85763,-121.29581,0,0,0,FALSE
562,545,2017,33.95036,-116.88066,0,0,0,TRUE
563,530,2017,41.11989,-120.74968,0,0,0,FALSE
564,506,2017,35.4605,-118.85896,0,0,0,FALSE
565,486,2017,33.3906,-117.32348,0,0,0,FALSE
566,469,2017,41.3975,-122.8428,0,0,0,TRUE
567,460,2017,35.40357,-120.28037,0,0,0,FALSE
568,460,2017,34.09773,-117.10567,0,0,0,FALSE
569,450,2017,36.616986,-120.369347,0,0,0,FALSE
570,444,2017,34.67403,-120.4393,0,0,0,FALSE
571,429,2017,37.14624,-120.015509,0,0,0,FALSE
572,426,2017,38.848,-120.287,0,0,0,FALSE
573,422,2017,34.09454,-118.48178,0,0,0,TRUE
574,416,2017,36.22265,-119.06598,0,0,0,FALSE
575,410,2017,41.72163,-121.30451,0,0,0,FALSE
576,400,2017,32.84796,-116.85396,0,0,0,TRUE
577,400,2017,36.45491,-120.2445,0,0,0,FALSE
578,392,2017,39.34292,-121.12004,1,48,0,TRUE
579,391,2017,37.18356,-122.07012,1,10,6,TRUE
580,380,2017,41.16716,-120.58342,0,0,0,FALSE
581,370,2017,38.46111,-119.48284,0,0,0,FALSE
582,370,2017,38.02929,-122.25544,0,0,0,FALSE
583,357,2017,36.27306,-120.65185,0,0,0,FALSE
584,340,2017,35.42433,-120.47322,0,0,0,TRUE
585,339,2017,36.45809,-118.87676,4,435,0,TRUE
586,338,2017,34.92907,-118.9267,0,0,0,TRUE
587,325,2017,34.08492,-117.03826,0,0,0,TRUE
588,319,2017,41.478,-123.506,0,0,0,FALSE
589,300,2017,33.59257,-117.14979,0,0,0,FALSE
590,288,2017,35.41283,-118.84466,0,0,0,FALSE
591,260,2017,34.16564,-117.33334,0,0,0,FALSE
592,255,2017,33.34659,-116.66107,0,0,0,FALSE
593,245,2017,35.12269,-120.39387,0,0,0,TRUE
594,237,2017,36.24653,-120.31598,0,0,0,FALSE
595,236,2017,38.538332,-121.039267,0,0,0,FALSE
596,231,2017,37.87808,-121.78677,0,0,0,FALSE
597,225,2017,37.4591,-119.921,0,498,0,TRUE
598,225,2017,35.34541,-120.76464,0,0,0,FALSE
599,225,2017,35.21177,-119.87525,0,0,0,FALSE
600,206,2017,35.59804,-118.47939,0,0,0,FALSE
601,205,2017,33.85323,-117.48195,0,0,0,FALSE
602,200,2017,39.44543,-122.85194,0,0,0,FALSE
603,200,2017,37.72543,-121.90516,0,0,0,FALSE
604,200,2017,32.65003,-116.42907,0,0,0,TRUE
605,200,2017,33.689092,-117.396404,0,0,0,FALSE
606,194,2017,40.02261,-121.91425,0,0,0,FALSE
607,190,2017,34.9465,-119.8036,0,0,0,FALSE
608,186,2017,39.9864,-120.89746,0,0,0,FALSE
609,186,2017,36.704679,-120.405077,0,0,0,FALSE
610,184,2017,35.3091,-118.701,0,0,0,FALSE
611,183,2017,35.19008,-118.76152,0,0,0,FALSE
612,180,2017,40.47106,-122.43608,0,0,5,TRUE
613,170,2017,34.41204,-117.03031,0,0,0,TRUE
614,168,2017,33.87679,-117.00258,0,0,0,FALSE
615,168,2017,39.71101,-120.02325,0,0,0,FALSE
616,166,2017,39.37192,-121.53865,0,0,0,FALSE
617,157,2017,40.80968,-120.48641,0,0,0,FALSE
618,157,2017,37.12759,-120.0193,0,0,0,FALSE
619,155,2017,37.63358,-121.49925,0,0,0,FALSE
620,155,2017,41.9808,-121.9741,0,0,0,FALSE
621,153,2017,33.98639,-117.21314,0,0,0,FALSE
622,150,2017,39.74679,-121.67261,0,13,0,TRUE
623,150,2017,35.7751,-120.23656,0,0,0,TRUE
624,150,2017,35.6871,-120.3187,0,0,0,FALSE
625,150,2017,36.90967,-119.79315,0,0,0,FALSE
626,150,2017,34.30104,-117.45646,0,0,0,FALSE
627,148,2017,40.46836,-123.51619,0,0,0,FALSE
628,146,2017,39.02482,-123.1362,3,0,0,TRUE
629,143,2017,40.07613,-121.56858,0,0,0,FALSE
630,140,2017,38.559707,-120.70013,0,0,0,TRUE
631,136,2017,38.5758,-120.915,0,0,0,TRUE
632,135,2017,34.792882,-118.851943,0,0,0,FALSE
633,135,2017,35.8556,-118.74542,2,212,0,TRUE
634,134,2017,39.69717,-121.75417,0,0,0,FALSE
635,130,2017,38.40234,-120.52953,0,0,4,TRUE
636,130,2017,32.6001,-116.76997,0,220,0,TRUE
637,130,2017,35.78286,-120.22647,0,0,0,FALSE
638,128,2017,40.69554,-122.0122,0,0,0,FALSE
639,126,2017,36.5355,-120.6585,0,0,0,FALSE
640,125,2017,37.62823,-120.30046,0,0,0,FALSE
641,124,2017,37.90014,-120.36005,0,0,0,FALSE
642,122,2017,34.009026,-117.239099,0,0,0,FALSE
643,120,2017,35.31886,-120.50886,0,0,0,FALSE
644,120,2017,33.88287,-116.99651,0,0,0,FALSE
645,117,2017,38.29113,-120.62177,0,0,0,TRUE
646,116,2017,37.7393,-121.85663,0,0,0,FALSE
647,114,2017,38.49336,-122.2483,0,55,0,TRUE
648,111,2017,36.93332,-119.43376,0,0,0,FALSE
649,111,2017,39.38416,-121.5786,0,0,0,FALSE
650,105,2017,35.3024,-120.65279,0,0,0,FALSE
651,105,2017,33.950382,-116.884446,0,0,0,FALSE
652,103,2017,39.76243,-121.74121,0,0,0,FALSE
653,102,2017,36.36113,-120.32685,0,0,0,FALSE
654,101,2017,37.39801,-121.8179,0,0,0,FALSE
